ID,Date,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Latitude,Longitude
12938374,01/01/2023 01:50:00 AM,ASSAULT,SIMPLE,RESIDENCE,False,True,932,9.0,16.0,41.795252963,-87.673123557
12938540,01/01/2023 01:50:00 AM,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,331,3.0,5.0,41.770943918,-87.569904169
12938465,01/01/2023 01:53:00 AM,ROBBERY,VEHICULAR HIJACKING,STREET,False,False,733,7.0,6.0,41.768797245,-87.647236204
12938425,01/01/2023 01:53:00 AM,BATTERY,AGGRAVATED POLICE OFFICER - OTHER DANGEROUS WEAPON,COMMERCIAL / BUSINESS OFFICE,True,False,633,6.0,9.0,41.727509837,-87.605854492
12938404,01/01/2023 01:54:00 AM,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,APARTMENT,False,False,633,6.0,9.0,41.727509837,-87.605854492
12938460,01/01/2023 01:54:00 AM,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,True,False,321,3.0,5.0,41.775686768,-87.586294137
12938971,01/01/2023 01:56:00 PM,CRIMINAL DAMAGE,TO PROPERTY,HOTEL / MOTEL,False,True,1831,18.0,42.0,41.891532981,-87.637840611
12938333,01/01/2023 01:57:00 AM,BATTERY,SIMPLE,SIDEWALK,False,False,1923,19.0,44.0,41.949837364,-87.658635101
12938511,01/01/2023 01:57:00 AM,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,True,False,2422,24.0,49.0,42.018224842,-87.664625039
12939528,01/01/2023 01:58:00 PM,ROBBERY,ARMED - HANDGUN,CONVENIENCE STORE,False,False,1214,12.0,27.0,41.891520472,-87.647624933
12939150,01/01/2023 02:00:00 AM,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1411,14.0,32.0,41.932066727,-87.701728869
12938694,01/01/2023 02:00:00 AM,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,True,1031,10.0,22.0,41.83996173,-87.725652395
12939020,01/01/2023 02:00:00 AM,ASSAULT,AGGRAVATED - HANDGUN,ALLEY,False,False,2412,24.0,50.0,41.999742008,-87.685063924
12940567,01/01/2023 02:00:00 PM,THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,622,6.0,21.0,41.740918989,-87.631967753
12939000,01/01/2023 02:00:00 PM,THEFT,OVER $500,RESIDENCE,False,True,513,5.0,9.0,41.699261902,-87.618432583
12938777,01/01/2023 02:00:00 AM,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,STREET,False,False,726,7.0,16.0,41.772926421,-87.676171694
12940191,01/01/2023 02:00:00 AM,THEFT,FROM BUILDING,APARTMENT,False,False,1232,12.0,11.0,41.861105328,-87.649814857
12938827,01/01/2023 02:00:00 AM,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1733,17.0,33.0,41.947251928,-87.700494596
12946532,01/01/2023 02:00:00 AM,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,932,9.0,16.0,41.800635964,-87.667196557
12938758,01/01/2023 02:00:00 AM,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,ALLEY,False,False,413,4.0,8.0,41.725205402,-87.591385009
12940314,01/01/2023 02:00:00 AM,ASSAULT,AGGRAVATED - HANDGUN,RESIDENCE,False,False,532,5.0,9.0,41.678082019,-87.619014792
12938821,01/01/2023 02:00:00 AM,THEFT,FROM BUILDING,HOTEL / MOTEL,False,False,123,1.0,42.0,41.875272573,-87.624251314
12938613,01/01/2023 02:00:00 AM,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,2413,24.0,40.0,41.991197649,-87.694552805
12938672,01/01/2023 02:00:00 AM,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,False,False,1533,15.0,28.0,41.88013368,-87.753543416
12940870,01/01/2023 02:00:00 AM,THEFT,OVER $500,STREET,False,False,812,8.0,13.0,41.779353013,-87.761770135
12938428,01/01/2023 02:00:00 AM,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,APARTMENT,False,False,213,2.0,3.0,41.81973013,-87.628481679
12938868,01/01/2023 02:00:00 PM,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,235,2.0,5.0,41.788850709,-87.586654683
12938908,01/01/2023 02:00:00 AM,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE - YARD (FRONT / BACK),False,False,725,7.0,16.0,41.772221909,-87.662065053
12948006,01/01/2023 02:00:00 PM,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,532,5.0,9.0,41.666343005,-87.621874862
12939198,01/01/2023 02:00:00 AM,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,222,2.0,4.0,41.805320214,-87.591906511
12940240,01/01/2023 02:00:00 AM,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1123,11.0,28.0,41.887413474,-87.714497528
12942309,01/01/2023 02:00:00 AM,THEFT,OVER $500,APARTMENT,False,True,1824,18.0,42.0,41.900743703,-87.6281167
12939199,01/01/2023 02:00:00 AM,ASSAULT,SIMPLE,RESIDENCE,False,True,433,4.0,10.0,41.651431329,-87.527258234
12943814,01/01/2023 02:00:00 AM,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,312,3.0,20.0,41.779808274,-87.602873227
12938604,01/01/2023 02:00:00 AM,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1023,10.0,28.0,41.861102936,-87.691245828
12938712,01/01/2023 02:00:00 AM,BATTERY,SIMPLE,HOTEL / MOTEL,False,False,1831,18.0,42.0,41.888057631,-87.629545308
12963694,01/01/2023 02:00:00 PM,STALKING,SIMPLE,APARTMENT,False,True,922,9.0,15.0,41.814966211,-87.690734738
12972831,01/01/2023 02:00:00 PM,DECEPTIVE PRACTICE,FORGERY,RESIDENCE,False,False,1614,16.0,38.0,,
12940044,01/01/2023 02:00:00 AM,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1624,16.0,38.0,41.959321147,-87.757344737
12938981,01/01/2023 02:00:00 PM,ASSAULT,SIMPLE,APARTMENT,False,True,1022,10.0,24.0,41.854810293,-87.704126667
12939142,01/01/2023 02:00:00 PM,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,113,1.0,42.0,41.879499198,-87.627002693
12939071,01/01/2023 02:00:00 AM,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,412,4.0,8.0,41.737842705,-87.584157119
12939107,01/01/2023 02:00:00 PM,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,STREET,False,False,731,7.0,6.0,41.761032802,-87.628065149
12938403,01/01/2023 02:03:00 AM,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,RESIDENCE,False,True,523,5.0,34.0,41.669622639,-87.634422174
12939808,01/01/2023 02:04:00 PM,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,411,4.0,8.0,41.757614433,-87.586115266
12938355,01/01/2023 02:05:00 AM,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,ALLEY,False,False,1235,12.0,25.0,41.855723143,-87.654787228
12938470,01/01/2023 02:05:00 AM,BATTERY,SIMPLE,RESTAURANT,False,False,1214,12.0,27.0,41.885931086,-87.648650553
12938931,01/01/2023 02:09:00 PM,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,STREET,True,False,925,9.0,11.0,41.818976866,-87.641806933
12938872,01/01/2023 02:10:00 PM,NARCOTICS,MANUFACTURE / DELIVER -  HEROIN (WHITE),CHA PARKING LOT / GROUNDS,True,False,1823,18.0,27.0,41.898347172,-87.641972415
12939233,01/01/2023 02:11:00 PM,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,611,6.0,17.0,41.753952607,-87.666693629
12939942,01/01/2023 02:15:00 AM,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,1122,11.0,28.0,41.878026396,-87.721854941
12941136,01/01/2023 02:15:00 PM,THEFT,OVER $500,APARTMENT,False,False,122,1.0,42.0,41.88413455,-87.632430739
12938545,01/01/2023 02:15:00 AM,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,313,3.0,20.0,41.78217295,-87.609233417
12939214,01/01/2023 02:15:00 AM,OTHER OFFENSE,OTHER VEHICLE OFFENSE,RESIDENCE,True,True,614,6.0,17.0,41.745681917,-87.670601185
12938410,01/01/2023 02:19:00 AM,ASSAULT,AGGRAVATED - HANDGUN,ALLEY,False,False,2412,24.0,50.0,41.998542637,-87.685035629
12938523,01/01/2023 02:19:00 AM,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,122,1.0,42.0,41.879381337,-87.634201201
12938434,01/01/2023 02:20:00 AM,BATTERY,SIMPLE,STREET,False,False,324,3.0,8.0,41.764200026,-87.590235819
12938427,01/01/2023 02:20:00 AM,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,True,False,633,6.0,8.0,41.732511024,-87.604720945
12938387,01/01/2023 02:20:00 AM,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,225,2.0,20.0,41.793717362,-87.624061801
12938638,01/01/2023 02:21:00 AM,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,HOTEL / MOTEL,True,False,1834,18.0,42.0,41.892002902,-87.625373807
12938741,01/01/2023 02:21:00 AM,BATTERY,SIMPLE,SIDEWALK,False,False,1924,19.0,44.0,41.9451031,-87.654825411
12938953,01/01/2023 02:25:00 PM,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1634,16.0,31.0,41.94237488,-87.755016205
12939060,01/01/2023 02:25:00 PM,BURGLARY,FORCIBLE ENTRY,DRUG STORE,False,False,122,1.0,42.0,41.879383612,-87.634124064
12939430,01/01/2023 02:26:00 AM,BATTERY,AGGRAVATED DOMESTIC BATTERY - KNIFE / CUTTING INSTRUMENT,VEHICLE NON-COMMERCIAL,False,True,1024,10.0,24.0,41.852732872,-87.711176088
12938429,01/01/2023 02:26:00 AM,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,BAR OR TAVERN,False,False,2514,25.0,31.0,41.931265251,-87.766924444
12939255,01/01/2023 02:30:00 PM,ROBBERY,ARMED - HANDGUN,STREET,False,False,211,2.0,3.0,41.834155131,-87.623318288
12938680,01/01/2023 02:30:00 AM,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,2512,25.0,36.0,41.921415757,-87.77806803
12938448,01/01/2023 02:30:00 AM,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,1624,16.0,38.0,41.959052066,-87.774528042
12938766,01/01/2023 02:30:00 AM,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1511,15.0,29.0,41.897468888,-87.773412344
12941157,01/01/2023 02:30:00 AM,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1532,15.0,28.0,41.881716983,-87.752974602
12938973,01/01/2023 02:30:00 PM,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,833,8.0,18.0,41.754592961,-87.741528537
12970374,01/01/2023 02:30:00 PM,BATTERY,SIMPLE,RESIDENCE,False,False,1234,12.0,25.0,41.855722884,-87.684178492
12938491,01/01/2023 02:30:00 AM,BATTERY,SIMPLE,RESIDENCE,False,False,611,6.0,18.0,41.751281358,-87.673167544
12968865,01/01/2023 02:30:00 AM,BATTERY,DOMESTIC BATTERY SIMPLE,HOTEL / MOTEL,False,True,114,1.0,42.0,41.887640628,-87.619340283
12938933,01/01/2023 02:30:00 PM,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,False,False,511,5.0,9.0,41.71227094,-87.610249228
12938478,01/01/2023 02:30:00 AM,BATTERY,SIMPLE,STREET,False,False,2514,25.0,31.0,41.936810817,-87.761836471
12944039,01/01/2023 02:30:00 AM,ASSAULT,AGGRAVATED - HANDGUN,STREET,False,False,1222,12.0,27.0,41.886556545,-87.69432194
12939082,01/01/2023 02:30:00 PM,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,RESIDENCE,False,False,412,4.0,8.0,41.734479852,-87.576872313
12938525,01/01/2023 02:30:00 AM,BATTERY,DOMESTIC BATTERY SIMPLE,ALLEY,False,True,1013,10.0,22.0,41.851442887,-87.731746808
12938447,01/01/2023 02:30:00 AM,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,True,1611,16.0,41.0,41.989401104,-87.791304596
12938936,01/01/2023 02:36:00 PM,OTHER OFFENSE,OTHER WEAPONS VIOLATION,STREET,True,False,2413,24.0,50.0,41.990421342,-87.703546965
12938532,01/01/2023 02:36:00 AM,ASSAULT,AGGRAVATED - HANDGUN,APARTMENT,True,True,1021,10.0,24.0,41.861893445,-87.709196702
12938401,01/01/2023 02:38:00 AM,BATTERY,SIMPLE,APARTMENT,False,False,1132,11.0,24.0,41.871902742,-87.731492581
12938921,01/01/2023 02:38:00 PM,ASSAULT,AGGRAVATED - HANDGUN,STREET,True,False,432,4.0,10.0,41.702282173,-87.535283936
12938930,01/01/2023 02:39:00 PM,CRIMINAL DAMAGE,TO VEHICLE,ALLEY,False,False,1723,17.0,35.0,41.965339687,-87.725502972
12938418,01/01/2023 02:40:00 AM,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,True,2031,20.0,40.0,41.97402287,-87.693282879
12938538,01/01/2023 02:40:00 AM,ASSAULT,SIMPLE,APARTMENT,True,True,131,1.0,3.0,41.859815277,-87.623977927
12938438,01/01/2023 02:40:00 AM,BATTERY,SIMPLE,STREET,False,False,1111,11.0,28.0,41.891398861,-87.744384567
12938537,01/01/2023 02:42:00 AM,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,True,True,2525,25.0,35.0,41.922093163,-87.721812851
12938436,01/01/2023 02:45:00 AM,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1114,11.0,28.0,41.884576163,-87.734733858
12939029,01/01/2023 02:45:00 PM,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,1011,10.0,24.0,41.861605018,-87.721383674
12938431,01/01/2023 02:45:00 AM,ASSAULT,AGGRAVATED - HANDGUN,APARTMENT,False,False,1132,11.0,24.0,41.87216529,-87.730274805
12940465,01/01/2023 02:45:00 AM,BATTERY,AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON,STREET,False,True,423,4.0,7.0,41.72739174,-87.560851291
